Comentarios;Comentarios_Limpios;Polaridad;Sentimiento
"andres_sosa98
No estoy de acuerdo y muchos me darán razón, los embera violan los derechos de niños y niñas, los ponen. Mendigar en una sociedad patriarcal donde denigran a mujeres y niños mientras los supuestos jefes de la comunidad hombres visten con lujo y lo mejor y viene a decir que no cumple el gobierno, traen a mujeres y niños a mendigar y dar lástima por que ya se les acabo la plata que se les dio, vivimos en una sociedad donde comunidades así de denigrantes no hacen falta ya
2 días303 Me gustaResponder";"andres_sosa98
no estoy de acuerdo y muchos me darán razón, los embera violan los derechos de niños y niñas, los ponen. mendigar en una sociedad patriarcal donde denigran a mujeres y niños mientras los supuestos jefes de la comunidad hombres visten con lujo y lo mejor y viene a decir que no cumple el gobierno, traen a mujeres y niños a mendigar y dar lástima por que ya se les acabo la plata que se les dio, vivimos en una sociedad donde comunidades así de denigrantes no hacen falta ya
2 días303 ";0;Neutral
"ambarximenarivera
🔥cuánto racismo, y clasismo!! El problema con los indígenas no nace hace 2 años con petro!!! Han sido golpeados por TODOS los grupos armados!! Pero el uribismo, las multinacionales, y los pobres de derecha, han sido los que más los atacan!!
2 días14 Me gustaResponder";"ambarximenarivera
🔥cuánto racismo, y clasismo!! el problema con los indígenas no nace hace 2 años con petro!!! han sido golpeados por todos los grupos armados!! pero el uribismo, las multinacionales, y los pobres de derecha, han sido los que más los atacan!!
2 días14 ";0;Neutral
"derlyshp
Se supone que no hay recursos para la ola invernal que aqueja algunos municipios del pais y que no hay recursos economicos para eso pero para pagar la traida de todas estas comunidades si hay recursos ??????
2 días5 Me gustaResponder";"derlyshp
se supone que no hay recursos para la ola invernal que aqueja algunos municipios del pais y que no hay recursos economicos para eso pero para pagar la traida de todas estas comunidades si hay recursos ??????
2 días5 ";0;Neutral
"ma_ry6328
GOBIERNO de damier! Solo se preocupa porqué Benedetti NO hable
2 días153 Me gustaResponder";"ma_ry6328
gobierno de damier! solo se preocupa porqué benedetti no hable
2 días153 ";0;Neutral
"luzamerica135
Se demoraron más en sacarlos que ellos en volver😂
2 días13 Me gustaResponder";"luzamerica135
se demoraron más en sacarlos que ellos en volver😂
2 días13 ";0;Neutral
"nanytaescobararangomartinez
Que los reciba el presidente como recibió ayer al señor Benedetti
2 días36 Me gustaResponder";"nanytaescobararangomartinez
que los reciba el presidente como recibió ayer al señor benedetti
2 días36 ";0;Neutral
"elespectador
La noche del lunes 25 de noviembre, un día después del crimen del joven Juan Felipe Rincón, hijo del inspector general de la Policía Nacional, general William Rincón, el presunto responsable del homicidio fue imputado por la Fiscalía General de la Nación.

Para la Fiscalía, Andrés Camilo Sotelo Torres es el señalado responsable de atacar con arma de fuego y ocasionarle la muerte a Juan Felipe Rincón, en hechos ocurridos la mañana del domingo 24 de noviembre en el barrio Quiroga de la localidad de Rafael Uribe Uribe, en el sur de Bogotá.

Le contamos más sobre el caso en el enlace de la biografía.
2 días";"elespectador
la noche del lunes 25 de noviembre, un día después del crimen del joven juan felipe rincón, hijo del inspector general de la policía nacional, general william rincón, el presunto responsable del homicidio fue imputado por la fiscalía general de la nación.

para la fiscalía, andrés camilo sotelo torres es el señalado responsable de atacar con arma de fuego y ocasionarle la muerte a juan felipe rincón, en hechos ocurridos la mañana del domingo 24 de noviembre en el barrio quiroga de la localidad de rafael uribe uribe, en el sur de bogotá.

le contamos más sobre el caso en el enlace de la biografía.
2 días";0,05;Positivo
"senorx1941
Deberían poner que el man iba a una cita con una niña de 9 años y que la familia de la niña lo engañó para atraparlo. Así lo reveló la W ayer. Es necesario que se deje esa claridad porque ese es un patrón para llevarse a las niñas en las zonas periféricas de Bogotá.
2 días47 Me gustaResponder";"senorx1941
deberían poner que el man iba a una cita con una niña de 9 años y que la familia de la niña lo engañó para atraparlo. así lo reveló la w ayer. es necesario que se deje esa claridad porque ese es un patrón para llevarse a las niñas en las zonas periféricas de bogotá.
2 días47 ";0;Neutral
"1_loquito_del_centro
Que justicia tan rápida para el que tiene y tan leeeennnnnta para el de a pie
2 días58 Me gustaResponder";"1_loquito_del_centro
que justicia tan rápida para el que tiene y tan leeeennnnnta para el de a pie
2 días58 ";0;Neutral
"fchacon.22
Pregunta ¿Es cierto q el tipo le pedía fotos desnuda a una niña de 9 años? Es q muchas versiones han salido diferentes versiones del muchacho y del por q lo mataron
2 días20 Me gustaResponder";"fchacon.22
pregunta ¿es cierto q el tipo le pedía fotos desnuda a una niña de 9 años? es q muchas versiones han salido diferentes versiones del muchacho y del por q lo mataron
2 días20 ";0;Neutral
"galeli05
Pero es que el hijo del coronel no era un santo.
2 días36 Me gustaResponder";"galeli05
pero es que el hijo del coronel no era un santo.
2 días36 ";0;Neutral
"ampaitopollo
Firulais es punto clave 👌
2 días6 Me gustaResponder";"ampaitopollo
firulais es punto clave 👌
2 días6 ";0;Neutral
"joseanmc
Que agilidad! Ser importante es conveniente
2 días10 Me gustaResponder";"joseanmc
que agilidad! ser importante es conveniente
2 días10 ";0;Neutral
"jon_________t
Como funciona de bien la justicia para la gente con poder,a las madres Soacha polo polo les voto las botas en una bolsa negra,q tristeza de país.
2 días6 Me gustaResponder";"jon_________t
como funciona de bien la justicia para la gente con poder,a las madres soacha polo polo les voto las botas en una bolsa negra,q tristeza de país.
2 días6 ";0;Neutral
"lancheroselisa
Imagínese hijo de un general,si no le van a limpiar la cara al hijo, aparentemente era una joyita.
2 días14 Me gustaResponder";"lancheroselisa
imagínese hijo de un general,si no le van a limpiar la cara al hijo, aparentemente era una joyita.
2 días14 ";0;Neutral
"jmorenog21
Borrando evidencia para lavar la reputación del hijo modelo de un General
2 días3 Me gustaResponder";"jmorenog21
borrando evidencia para lavar la reputación del hijo modelo de un general
2 días3 ";0,05;Positivo
"juanesvelasquez888
Jajajaja 3 días y ya lo capturaron ojalá fuera así con los demás casos 👏
2 días8 Me gustaResponder";"juanesvelasquez888
jajajaja 3 días y ya lo capturaron ojalá fuera así con los demás casos 👏
2 días8 ";0;Neutral
"brandonsanz9808
Quizo hacer un caso de juliana samboni y le dieron fue balin. Y bien hecho, los niños son sagrados, que le echen cal.
2 días3 Me gustaResponder";"brandonsanz9808
quizo hacer un caso de juliana samboni y le dieron fue balin. y bien hecho, los niños son sagrados, que le echen cal.
2 días3 ";0;Neutral
"andresfelipe1292
Se puede imputar a un presunto ?
2 días1 Me gustaResponder";"andresfelipe1292
se puede imputar a un presunto ?
2 días1 ";0;Neutral
"3dsjx
el que con niños se acuesta, meado y cagado amanece
2 días10 Me gustaResponder";"3dsjx
el que con niños se acuesta, meado y cagado amanece
2 días10 ";0;Neutral
"dark.side_tech
Que diferencia cuando matan a el hijo de alguien “importante “ a cuando matan a el hijo de cualquier persona del común !!
2 días7 Me gustaResponder";"dark.side_tech
que diferencia cuando matan a el hijo de alguien “importante “ a cuando matan a el hijo de cualquier persona del común !!
2 días7 ";0;Neutral
"paolariveramejia
Que pague 14millones y quedé libre, que es lo que vale la vida de los jóvenes en Colombia.
2 días3 Me gustaResponder";"paolariveramejia
que pague 14millones y quedé libre, que es lo que vale la vida de los jóvenes en colombia.
2 días3 ";0;Neutral
"elespectador
Miles de indígenas de la comunidad Emberá retornaron la madrugada de este martes a la capital del país. Si bien el anuncio estaba hecho y se esperaba que llegaran alrededor de 2.000 personas, la realidad superó la expectativa, pues se estima que llegaron alrededor de 4.000 personas en más de 60 buses procedentes del departamento de Risaralda.

La comunidad indígena busca un diálogo directo con el Gobierno Nacional por la falta de garantías en sus territorios y por la grave situación de desnutrición de los niños de la comunidad.

Le contamos más detalles de sus peticiones en el enlace de la biografía.
2 días";"elespectador
miles de indígenas de la comunidad emberá retornaron la madrugada de este martes a la capital del país. si bien el anuncio estaba hecho y se esperaba que llegaran alrededor de 2.000 personas, la realidad superó la expectativa, pues se estima que llegaron alrededor de 4.000 personas en más de 60 buses procedentes del departamento de risaralda.

la comunidad indígena busca un diálogo directo con el gobierno nacional por la falta de garantías en sus territorios y por la grave situación de desnutrición de los niños de la comunidad.

le contamos más detalles de sus peticiones en el enlace de la biografía.
2 días";0;Neutral
"soy_el_guaca
Así pasa en el Cauca todos los meses
2 díasResponder";"soy_el_guaca
así pasa en el cauca todos los meses
2 díasresponder";0;Neutral
"juliietacastiblanco
Quien paga estos viajes? 🤔
2 días68 Me gustaResponder";"juliietacastiblanco
quien paga estos viajes? 🤔
2 días68 ";0;Neutral
"juan_rg67
Es muy triste la manipulación de esta población con fines políticos.
2 días253 Me gustaResponder";"juan_rg67
es muy triste la manipulación de esta población con fines políticos.
2 días253 ";0;Neutral
"eduagdohc
¿Quién está financiando los buses? ¿Tienen buses para hacer idas y vueltas pero sus niños están desnutridos? Algo no me cuadra y siempre los apoyé, pero últimamente me doy cuenta de que hay muchos fines políticos detrás y que utilizan los niños para eso, además de que practican la abrasion genital femenina, muy triste todo eso.
2 días198 Me gustaResponder";"eduagdohc
¿quién está financiando los buses? ¿tienen buses para hacer idas y vueltas pero sus niños están desnutridos? algo no me cuadra y siempre los apoyé, pero últimamente me doy cuenta de que hay muchos fines políticos detrás y que utilizan los niños para eso, además de que practican la abrasion genital femenina, muy triste todo eso.
2 días198 ";0;Neutral
"sophie._rodriguez
Ese pobre parque no aguanta un asentamiento más 😢
2 días119 Me gustaResponder";"sophie._rodriguez
ese pobre parque no aguanta un asentamiento más 😢
2 días119 ";0;Neutral
"guerrero9450
El negocio para ellos es la limosna , ya están acostumbrados
2 días62 Me gustaResponder";"guerrero9450
el negocio para ellos es la limosna , ya están acostumbrados
2 días62 ";0;Neutral
"nolediganafelipe
Adiós otra vez, Parque Nacional 💔
2 días30 Me gustaResponder";"nolediganafelipe
adiós otra vez, parque nacional 💔
2 días30 ";0;Neutral
"kmilorod79
Estaban esperando que arreglaran el parque nacional para volver
2 días7 Me gustaResponder";"kmilorod79
estaban esperando que arreglaran el parque nacional para volver
2 días7 ";0;Neutral
"maowinewood
Quien pagó los buses 🤔 #avanzaelcambio
2 días19 Me gustaResponder";"maowinewood
quien pagó los buses 🤔 #avanzaelcambio
2 días19 ";0;Neutral
"piedrahitapaula
Jajajjajajajajajajja les lavan el parque y les recogen la basura y vuelven.!!!!
2 días144 Me gustaResponder";"piedrahitapaula
jajajjajajajajajajja les lavan el parque y les recogen la basura y vuelven.!!!!
2 días144 ";0;Neutral
"ottomauricio6
Los niños podrían dejar de estar desnutridos si primero no se tomarán la plata que les dan
2 días295 Me gustaResponder";"ottomauricio6
los niños podrían dejar de estar desnutridos si primero no se tomarán la plata que les dan
2 días295 ";0;Neutral
"toy_fajardo
Bogota es un vividero 🤣🤣
2 días14 Me gustaResponder";"toy_fajardo
bogota es un vividero 🤣🤣
2 días14 ";0;Neutral
"jorgejara007
No tiene oficio
2 días11 Me gustaResponder";"jorgejara007
no tiene oficio
2 días11 ";0;Neutral
"oscarmerchanospina
Esa cultura es bien complicada….. yo personalmente les llevé al parque nacional 600 refrigerios pidiéndoles a los altos mandos indígenas que se los entregaran primero a los niños y su respuesta fue que no que primero comen los adultos y que si alcanza para los niños después les daban a ellos…. Pero que así funcionaba eso allá, que la prioridad en orden eran los hombres, después las mujeres y si alcanzaba les daban a los niños…. Ese día salí de allá aburrido de verdad verdad.
2 días61 Me gustaResponder";"oscarmerchanospina
esa cultura es bien complicada….. yo personalmente les llevé al parque nacional 600 refrigerios pidiéndoles a los altos mandos indígenas que se los entregaran primero a los niños y su respuesta fue que no que primero comen los adultos y que si alcanza para los niños después les daban a ellos…. pero que así funcionaba eso allá, que la prioridad en orden eran los hombres, después las mujeres y si alcanzaba les daban a los niños…. ese día salí de allá aburrido de verdad verdad.
2 días61 ";0;Neutral
"vladoaparicio
Esas casas cerca a ese parque deben estar más desvalorizadas
2 días26 Me gustaResponder";"vladoaparicio
esas casas cerca a ese parque deben estar más desvalorizadas
2 días26 ";0;Neutral
